invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5,sales,date,time,payment,cogs,gross_margin_percentage,gross_income,rating,total
423800988,Giza,Naypyitaw,Normal,Male,Sports and travel,76.4,2,7.64,160.44,2019-01-30,19:42:00,Ewallet,152.8,4.761904762,7.64,6.5,160.44
548469322,Cairo,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2019-02-20,15:24:00,Credit card,399.0,4.761904762,19.95,5.9,418.95
505020892,Cairo,Mandalay,Member,Male,Health and beauty,42.57,8,17.028,357.588,2019-02-25,14:12:00,Ewallet,340.56,4.761904762,17.028,5.6,357.588
234652137,Giza,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,2019-01-16,13:32:00,Cash,955.8,4.761904762,47.79,4.8,1003.5899999999999
687478271,Alex,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,2019-02-08,16:20:00,Credit card,989.8,4.761904762,49.49,8.7,1039.29
796329050,Alex,Yangon,Normal,Male,Food and beverages,51.28,6,15.384,323.064,2019-01-19,16:31:00,Cash,307.68,4.761904762,15.384,6.5,323.064
105311824,Alex,Yangon,Member,Male,Sports and travel,69.52,7,24.332,510.972,2019-02-01,15:10:00,Credit card,486.64,4.761904762,24.332,8.5,510.972
249423782,Alex,Yangon,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,2019-01-03,11:36:00,Ewallet,350.05,4.761904762,17.5025,5.5,367.5525
316554634,Cairo,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,2019-01-26,12:45:00,Credit card,400.25,4.761904762,20.0125,9.4,420.2625
733334967,Giza,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,2019-03-03,19:17:00,Cash,166.8,4.761904762,8.34,6.3,175.14000000000001
608276295,Cairo,Mandalay,Member,Male,Electronic accessories,52.89,6,15.867,333.207,2019-01-19,17:34:00,Credit card,317.34,4.761904762,15.867,9.8,333.20700000000005
414127047,Cairo,Mandalay,Normal,Male,Food and beverages,19.79,8,7.916,166.236,2019-01-18,12:04:00,Ewallet,158.32,4.761904762,7.916,8.7,166.236
827262100,Alex,Yangon,Member,Male,Home and lifestyle,33.84,9,15.228,319.788,2019-03-21,16:21:00,Ewallet,304.56,4.761904762,15.228,8.8,319.78800000000007
175542529,Alex,Yangon,Member,Male,Food and beverages,22.17,8,8.868,186.228,2019-03-03,17:01:00,Credit card,177.36,4.761904762,8.868,9.6,186.228
139522867,Giza,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,2019-02-13,10:50:00,Credit card,157.57,4.761904762,7.8785,4.8,165.44850000000002
407638975,Alex,Yangon,Normal,Male,Food and beverages,73.88,6,22.164,465.444,2019-03-23,19:16:00,Ewallet,443.28,4.761904762,22.164,4.4,465.44399999999996
342654817,Giza,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,2019-01-28,16:47:00,Ewallet,260.4,4.761904762,13.02,9.9,273.41999999999996
130988941,Giza,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,2019-02-09,10:00:00,Cash,449.82,4.761904762,22.491,5.7,472.31100000000004
434839547,Giza,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.388,323.148,2019-01-23,11:51:00,Cash,307.76,4.761904762,15.388,7.7,323.14799999999997
851286367,Alex,Yangon,Member,Male,Sports and travel,15.5,10,7.75,162.75,2019-03-23,10:55:00,Ewallet,155.0,4.761904762,7.75,8.0,162.75
824883614,Giza,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,288.204,2019-01-25,15:00:00,Ewallet,274.48,4.761904762,13.724,5.7,288.204
586250848,Alex,Yangon,Normal,Female,Sports and travel,12.34,7,4.319,90.699,2019-03-04,11:19:00,Credit card,86.38,4.761904762,4.319,6.7,90.699
895660685,Cairo,Mandalay,Member,Male,Food and beverages,18.08,3,2.712,56.952,2019-03-05,19:46:00,Ewallet,54.24,4.761904762,2.712,8.0,56.952
305140245,Cairo,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,2019-03-03,19:00:00,Ewallet,755.92,4.761904762,37.796,7.5,793.716
732045373,Cairo,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,2019-02-08,10:53:00,Cash,185.88,4.761904762,9.294,7.0,195.174
400607251,Alex,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,2019-02-10,12:50:00,Ewallet,74.07,4.761904762,3.7035,9.9,77.7735
593651552,Giza,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,2019-01-28,20:50:00,Credit card,279.24,4.761904762,13.962,5.9,293.202
284349626,Cairo,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,2019-02-11,10:39:00,Credit card,231.12,4.761904762,11.556,7.2,242.67600000000002
437588131,Cairo,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,2019-01-15,13:41:00,Ewallet,147.04,4.761904762,7.352,4.6,154.392
286436208,Giza,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,2019-03-16,19:08:00,Cash,790.2,4.761904762,39.51,9.2,829.7099999999999
641432399,Cairo,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,2019-01-26,20:23:00,Ewallet,102.2,4.761904762,5.11,5.7,107.31
831076050,Alex,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,2019-03-19,11:30:00,Credit card,163.55,4.761904762,8.1775,9.9,171.72750000000002
556863144,Giza,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,2019-01-13,19:30:00,Cash,74.29,4.761904762,3.7145,5.0,78.00450000000001
848249445,Giza,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,2019-03-26,18:03:00,Cash,87.4,4.761904762,4.37,4.9,91.77000000000001
856228149,Alex,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,2019-03-23,10:13:00,Ewallet,25.29,4.761904762,1.2645,6.1,26.554499999999997
699014164,Giza,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-03-12,19:58:00,Credit card,166.0,4.761904762,8.3,8.2,174.3
420114919,Giza,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,19:57:00,Credit card,356.95,4.761904762,17.8475,5.5,374.7975
606804905,Giza,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.645,2019-01-29,10:01:00,Credit card,114.9,4.761904762,5.745,6.8,120.645
542410513,Cairo,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,241.458,2019-03-15,11:57:00,Cash,229.96,4.761904762,11.498,6.6,241.458
426392418,Giza,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,2019-01-14,10:02:00,Cash,429.87,4.761904762,21.4935,9.8,451.3635
875465808,Cairo,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,2019-02-06,14:51:00,Ewallet,259.0,4.761904762,12.95,8.7,271.95
394434238,Cairo,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2019-02-15,12:42:00,Credit card,88.85,4.761904762,4.4425,5.4,93.29249999999999
749241565,Alex,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,2019-01-03,12:02:00,Ewallet,207.27,4.761904762,10.3635,7.9,217.6335
672518681,Giza,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,2019-01-04,18:19:00,Credit card,599.85,4.761904762,29.9925,9.7,629.8425
263875680,Giza,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18,17:38:00,Ewallet,285.3,4.761904762,14.265,7.8,299.565
573589734,Cairo,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,2019-03-28,13:41:00,Ewallet,91.11,4.761904762,4.5555,5.1,95.6655
817698206,Cairo,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,2019-03-02,19:42:00,Credit card,897.57,4.761904762,44.8785,6.5,942.4485000000001
888020338,Alex,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,2019-01-25,20:24:00,Ewallet,236.07,4.761904762,11.8035,5.9,247.87349999999998
677110152,Giza,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967,881.307,2019-01-16,18:08:00,Cash,839.34,4.761904762,41.967,8.8,881.307
142636033,Cairo,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,2019-03-20,19:17:00,Ewallet,461.8,4.761904762,23.09,4.9,484.89
656161063,Cairo,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,146.223,2019-01-04,13:24:00,Credit card,139.26,4.761904762,6.963,4.4,146.22299999999998
891588335,Cairo,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,2019-03-11,15:53:00,Cash,207.27,4.761904762,10.3635,6.5,217.63349999999997
802438934,Alex,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,2019-03-22,15:05:00,Credit card,18.28,4.761904762,0.914,8.3,19.194000000000003
560305617,Cairo,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,2019-03-24,18:27:00,Cash,123.85,4.761904762,6.1925,8.5,130.0425
319742561,Alex,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2019-02-21,16:55:00,Cash,283.92,4.761904762,14.196,5.5,298.11600000000004
549039315,Cairo,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,12:58:00,Ewallet,758.96,4.761904762,37.948,8.7,796.908
790291172,Cairo,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.621,2019-03-10,18:59:00,Credit card,172.02,4.761904762,8.601,7.9,180.621
239363640,Cairo,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,2019-01-31,13:44:00,Ewallet,272.1,4.761904762,13.605,6.1,285.70500000000004
468012051,Cairo,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.288,2019-03-06,13:46:00,Ewallet,434.56,4.761904762,21.728,5.4,456.288
389253394,Giza,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17,18:06:00,Cash,59.05,4.761904762,2.9525,9.4,62.002500000000005
279621445,Giza,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,12:38:00,Cash,12.54,4.761904762,0.627,8.2,13.167
213726612,Alex,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,90.825,2019-03-20,15:56:00,Cash,86.5,4.761904762,4.325,6.2,90.825
746686593,Giza,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,183.036,2019-01-11,14:29:00,Credit card,174.32,4.761904762,8.716,9.7,183.036
836825858,Cairo,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,2019-01-26,19:14:00,Ewallet,624.33,4.761904762,31.2165,4.0,655.5465
583721480,Giza,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,2019-01-31,16:24:00,Ewallet,148.24,4.761904762,7.412,9.7,155.65200000000002
466615506,Cairo,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,10:52:00,Cash,544.2,4.761904762,27.21,5.3,571.4100000000001
721866247,Alex,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,2019-03-11,12:55:00,Ewallet,507.36,4.761904762,25.368,7.4,532.7280000000001
289655721,Cairo,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,19:28:00,Cash,162.74,4.761904762,8.137,6.5,170.877
545463100,Cairo,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,13:52:00,Credit card,31.77,4.761904762,1.5885,8.7,33.3585
418025978,Cairo,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2019-02-11,10:54:00,Cash,756.81,4.761904762,37.8405,8.0,794.6505000000001
269045750,Cairo,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,18:31:00,Cash,295.28,4.761904762,14.764,6.7,310.044
157135295,Alex,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,18:24:00,Ewallet,519.4,4.761904762,25.97,6.5,545.37
645788093,Alex,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,2019-01-20,18:09:00,Ewallet,186.28,4.761904762,9.314,4.1,195.594
211309270,Giza,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,15:16:00,Credit card,87.05,4.761904762,4.3525,4.9,91.4025
755123214,Giza,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,17:07:00,Credit card,221.1,4.761904762,11.055,8.6,232.155
346843103,Cairo,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,2019-03-02,19:26:00,Cash,66.1,4.761904762,3.305,4.3,69.40500000000002
478067835,Alex,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,2019-01-11,11:20:00,Ewallet,89.69,4.761904762,4.4845,4.9,94.1745
540114336,Alex,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.683,2019-01-11,16:49:00,Credit card,224.46,4.761904762,11.223,5.6,235.68300000000002
448815016,Alex,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.517,2019-03-11,12:01:00,Credit card,119.54,4.761904762,5.977,5.8,125.51700000000001
142724741,Giza,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,18:37:00,Credit card,186.4,4.761904762,9.32,6.0,195.72
217581179,Alex,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,11:25:00,Cash,250.6,4.761904762,12.53,4.2,263.13
376028238,Cairo,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,18:42:00,Credit card,750.96,4.761904762,37.548,8.3,788.508
530909855,Alex,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,2019-01-01,14:47:00,Cash,380.72,4.761904762,19.036,5.7,399.75600000000003
866057563,Cairo,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,19:43:00,Cash,244.2,4.761904762,12.21,4.8,256.41
604706476,Alex,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,14:04:00,Ewallet,89.7,4.761904762,4.485,6.8,94.185
799711548,Alex,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,16:11:00,Credit card,310.88,4.761904762,15.544,8.8,326.424
785137708,Cairo,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,2019-01-14,19:06:00,Credit card,511.42,4.761904762,25.571,4.2,536.991
845510542,Cairo,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,15:34:00,Ewallet,418.95,4.761904762,20.9475,6.4,439.8975
662475456,Giza,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,19:06:00,Credit card,351.9,4.761904762,17.595,8.4,369.495
883174236,Giza,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,19:44:00,Credit card,28.78,4.761904762,1.439,7.2,30.219
290682984,Alex,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,11:22:00,Cash,95.0,4.761904762,4.75,5.2,99.75
704116354,Alex,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,11:23:00,Cash,471.2,4.761904762,23.56,8.9,494.76
110487033,Cairo,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,14:12:00,Cash,130.48,4.761904762,6.524,9.0,137.004
366930948,Alex,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31,10:46:00,Credit card,66.35,4.761904762,3.3175,9.7,69.66749999999999
729099681,Alex,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2019-02-05,10:16:00,Ewallet,155.46,4.761904762,7.773,8.7,163.233
151161484,Alex,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,12:38:00,Ewallet,129.0,4.761904762,6.45,6.5,135.45
380944661,Giza,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,13:05:00,Credit card,263.76,4.761904762,13.188,6.9,276.948
850419669,Alex,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,13:25:00,Ewallet,675.54,4.761904762,33.777,6.2,709.317
821073596,Giza,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,14:53:00,Ewallet,65.8,4.761904762,3.29,5.6,69.09
655855130,Cairo,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,19:22:00,Cash,153.2,4.761904762,7.66,5.7,160.85999999999999
447157839,Alex,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,11:00:00,Cash,222.4,4.761904762,11.12,4.2,233.51999999999998
154747179,Cairo,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,19:24:00,Ewallet,54.45,4.761904762,2.7225,7.9,57.1725
253126086,Alex,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,12:43:00,Credit card,688.8,4.761904762,34.44,8.7,723.24
808650703,Giza,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,17:22:00,Credit card,141.88,4.761904762,7.094,6.9,148.974
571940759,Cairo,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,2019-01-08,20:55:00,Cash,746.0,4.761904762,37.3,9.5,783.3
144516085,Alex,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,16:05:00,Credit card,282.96,4.761904762,14.148,4.4,297.108
731142199,Alex,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,13:34:00,Ewallet,355.4,4.761904762,17.77,7.0,373.16999999999996
783091637,Cairo,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,2019-03-06,18:13:00,Ewallet,337.15,4.761904762,16.8575,6.3,354.00750000000005
687151097,Giza,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,2019-01-03,19:17:00,Cash,42.24,4.761904762,2.112,9.7,44.352000000000004
126541082,Alex,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,11:44:00,Credit card,193.86,4.761904762,9.693,8.8,203.553
633911052,Alex,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,15:51:00,Cash,24.06,4.761904762,1.203,5.1,25.262999999999998
477246490,Cairo,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,16:52:00,Ewallet,598.26,4.761904762,29.913,7.9,628.173
566195475,Cairo,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,2019-01-07,20:52:00,Cash,335.79,4.761904762,16.7895,6.2,352.57949999999994
526868552,Giza,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,17:36:00,Cash,218.2,4.761904762,10.91,7.1,229.10999999999999
376563573,Giza,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,13:23:00,Ewallet,381.68,4.761904762,19.084,6.4,400.764
537720426,Giza,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,16:28:00,Cash,709.9,4.761904762,35.495,5.7,745.395
828615674,Alex,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,19:57:00,Credit card,440.2,4.761904762,22.01,9.6,462.21000000000004
136086195,Alex,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,17:01:00,Credit card,559.68,4.761904762,27.984,6.4,587.664
523380215,Giza,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,13:29:00,Credit card,37.0,4.761904762,1.85,7.9,38.85
490291201,Alex,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,11:09:00,Cash,15.34,4.761904762,0.767,6.5,16.107
667920055,Alex,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,15:02:00,Ewallet,598.98,4.761904762,29.949,8.5,628.929
565173836,Alex,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,2019-03-12,14:21:00,Cash,190.68,4.761904762,9.534,9.1,200.214
498411961,Cairo,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,18:01:00,Cash,333.4,4.761904762,16.67,7.6,350.07000000000005
593954461,Giza,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,2019-03-24,14:49:00,Cash,74.86,4.761904762,3.743,6.9,78.603
226713580,Giza,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,12:02:00,Cash,213.75,4.761904762,10.6875,9.5,224.4375
283799594,Cairo,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,13:30:00,Credit card,339.57,4.761904762,16.9785,5.2,356.5485
430603493,Alex,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,14:38:00,Cash,664.16,4.761904762,33.208,4.2,697.3679999999999
139200155,Cairo,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,17:37:00,Credit card,403.0,4.761904762,20.15,7.0,423.15
558804082,Giza,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,17:20:00,Ewallet,194.95,4.761904762,9.7475,6.0,204.69750000000002
278977759,Alex,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,20:29:00,Cash,62.48,4.761904762,3.124,4.7,65.604
316686352,Alex,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,10:00:00,Cash,72.72,4.761904762,3.636,7.1,76.356
585035943,Cairo,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,11:46:00,Ewallet,181.1,4.761904762,9.055,5.9,190.155
211050490,Giza,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,13:42:00,Cash,259.6,4.761904762,12.98,7.5,272.58000000000004
727756477,Giza,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,2019-03-29,14:44:00,Cash,115.36,4.761904762,5.768,6.4,121.128
744025987,Alex,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,14:16:00,Ewallet,470.28,4.761904762,23.514,5.8,493.794
307839164,Alex,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,15:54:00,Cash,240.04,4.761904762,12.002,4.5,252.042
779060012,Giza,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,10:21:00,Cash,88.61,4.761904762,4.4305,7.7,93.0405
446476729,Giza,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,2019-01-02,18:09:00,Credit card,199.64,4.761904762,9.982,6.7,209.62199999999999
573103877,Cairo,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,16:46:00,Credit card,39.01,4.761904762,1.9505,4.7,40.960499999999996
735064124,Giza,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,15:31:00,Cash,48.61,4.761904762,2.4305,4.4,51.0405
439547422,Alex,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,17:15:00,Credit card,204.76,4.761904762,10.238,4.7,214.998
396902219,Cairo,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,12:29:00,Cash,119.68,4.761904762,5.984,8.6,125.664
411770180,Alex,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,20:14:00,Ewallet,505.4,4.761904762,25.27,4.3,530.6700000000001
286015402,Alex,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,13:22:00,Cash,281.61,4.761904762,14.0805,9.6,295.69049999999993
803178013,Alex,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,17:09:00,Cash,710.32,4.761904762,35.516,4.1,745.836
512981403,Alex,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,10:40:00,Ewallet,79.44,4.761904762,3.972,4.7,83.41199999999999
848422560,Alex,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,17:43:00,Cash,163.82,4.761904762,8.191,7.8,172.011
532597201,Cairo,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,2019-01-31,14:04:00,Cash,479.58,4.761904762,23.979,5.5,503.559
181946432,Giza,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,19:05:00,Ewallet,138.66,4.761904762,6.933,9.7,145.593
870761733,Alex,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,10:08:00,Credit card,71.15,4.761904762,3.5575,4.4,74.70750000000001
423644619,Alex,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,13:12:00,Cash,139.95,4.761904762,6.9975,5.0,146.94750000000002
227074446,Giza,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,20:51:00,Cash,781.3,4.761904762,39.065,4.4,820.365
174363675,Giza,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,2019-02-14,17:29:00,Cash,198.74,4.761904762,9.937,5.2,208.67700000000002
428835800,Giza,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,10:25:00,Cash,63.24,4.761904762,3.162,7.3,66.402
603070961,Giza,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,2019-01-10,11:34:00,Cash,373.95,4.761904762,18.6975,4.9,392.64750000000004
704204138,Giza,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,18:58:00,Credit card,207.69,4.761904762,10.3845,8.1,218.0745
787151757,Giza,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,16:28:00,Ewallet,176.28,4.761904762,8.814,8.4,185.094
649113678,Giza,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,20:26:00,Cash,206.37,4.761904762,10.3185,5.5,216.6885
622201945,Giza,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,2019-01-18,15:08:00,Cash,39.42,4.761904762,1.971,8.4,41.391000000000005
372948041,Alex,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,18:03:00,Ewallet,91.56,4.761904762,4.578,9.8,96.138
563917120,Alex,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,13:21:00,Cash,308.85,4.761904762,15.4425,6.7,324.2925
746545508,Alex,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,12:48:00,Credit card,129.12,4.761904762,6.456,9.4,135.576
276540879,Cairo,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,2019-03-12,19:53:00,Ewallet,390.96,4.761904762,19.548,6.4,410.508
